username,cheating,cpl_1,cpl_2,cpl_3,cpl_4,cpl_5,cpl_6,cpl_7,cpl_8,cpl_9,cpl_10,cpl_11,cpl_12,cpl_13,cpl_14,cpl_15,cpl_16,cpl_17,cpl_18,cpl_19,cpl_20
kasparov9400,1,0.0,11.0,9.0,7.0,6.0,0.0,0.0,0.0,35.0,50.0,0.0,7.0,67.0,0.0,16.0,127.0,0.0,26.0,0.0,0.0
pusi_kurac,1,12.0,0.0,55.0,5.0,2.0,51.0,0.0,0.0,179.0,0.0,60.0,13.0,0.0,0.0,0.0,2.0,36.0,6.0,3.0,9.0
koriander,0,0.0,0.0,3.0,21.0,47.0,0.0,0.0,107.0,26.0,0.0,97.0,169.0,15.0,0.0,0.0,0.0,54.0,27.0,40.0,68.0
algiba,0,4.0,0.0,8.0,95.0,10.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,35.0,47.0,0.0,22.0,16.0,57.0,9.0,0.0
vantage,1,15.0,0.0,3.0,36.0,67.0,0.0,18.0,37.0,0.0,57.0,0.0,22.0,29.0,65.0,5.0,1.0,42.0,93.0,80.0,28.0
exar,0,0.0,56.0,0.0,3.0,19.0,0.0,417.0,0.0,0.0,8.0,63.0,1.0,18.0,120.0,500.0,500.0,500.0,103.0,36.0,0.0
edmon221,1,0.0,3.0,19.0,23.0,24.0,7.0,80.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,18.0,16.0,0.0,35.0,6.0,28.0
masterofchessz,1,11.0,49.0,2.0,0.0,0.0,21.0,0.0,2.0,6.0,46.0,10.0,0.0,1.0,53.0,25.0,6.0,0.0,15.0,0.0,0.0
locego,1,13.0,4.0,4.0,87.0,36.0,7.0,67.0,96.0,33.0,0.0,500.0,0.0,0.0,500.0,291.0,27.0,91.0,0.0,0.0,0.0
m-video,1,0.0,53.0,110.0,185.0,12.0,26.0,27.0,0.0,68.0,13.0,43.0,8.0,0.0,19.0,19.0,0.0,40.0,11.0,9.0,31.0
horsyfoffy,1,0.0,28.0,0.0,6.0,18.0,5.0,0.0,0.0,19.0,0.0,7.0,36.0,2.0,8.0,7.0,21.0,0.0,5.0,49.0,11.0
brucelee92,0,49.0,0.0,1.0,7.0,35.0,21.0,71.0,0.0,54.0,111.0,0.0,0.0,0.0,335.0,165.0,13.0,0.0,139.0,0.0,500.0
adyali,0,0.0,0.0,16.0,22.0,37.0,0.0,4.0,5.0,7.0,0.0,0.0,149.0,10.0,58.0,32.0,19.0,0.0,12.0,21.0,5.0
jaydeep,0,0.0,76.0,9.0,21.0,0.0,44.0,0.0,24.0,16.0,57.0,49.0,233.0,44.0,138.0,1.0,0.0,1.0,3.0,15.0,224.0
blisteringheat,0,33.0,63.0,0.0,0.0,16.0,69.0,1.0,8.0,42.0,132.0,18.0,0.0,10.0,54.0,13.0,0.0,25.0,57.0,0.0,0.0
piyonkral,0,75.0,0.0,44.0,9.0,103.0,36.0,34.0,154.0,0.0,176.0,76.0,5.0,69.0,86.0,90.0,0.0,5.0,0.0,0.0,500.0
do_0m,1,0.0,16.0,13.0,77.0,34.0,132.0,57.0,24.0,12.0,133.0,69.0,84.0,0.0,4.0,0.0,219.0,0.0,0.0,94.0,15.0
victorpozidaev1000,1,47.0,137.0,251.0,85.0,5.0,100.0,0.0,95.0,90.0,0.0,34.0,30.0,24.0,50.0,24.0,81.0,197.0,27.0,10.0,64.0
sabriski,1,48.0,2.0,43.0,1.0,159.0,17.0,277.0,207.0,24.0,0.0,2.0,3.0,500.0,500.0,0.0,120.0,500.0,0.0,3.0,112.0
natsirk,0,112.0,4.0,0.0,2.0,31.0,51.0,14.0,48.0,67.0,73.0,49.0,38.0,33.0,14.0,8.0,0.0,0.0,48.0,0.0,14.0
azzarrak,0,91.0,0.0,98.0,0.0,56.0,46.0,7.0,15.0,0.0,9.0,62.0,5.0,15.0,43.0,21.0,45.0,0.0,0.0,43.0,104.0
xxcamposxx,1,0.0,0.0,0.0,110.0,0.0,27.0,0.0,158.0,44.0,31.0,402.0,6.0,32.0,107.0,0.0,500.0,0.0,0.0,46.0,217.0
chessmate149,0,35.0,156.0,26.0,64.0,47.0,0.0,2.0,11.0,136.0,31.0,0.0,0.0,7.0,7.0,167.0,0.0,120.0,73.0,0.0,0.0
trek1900,0,13.0,20.0,15.0,0.0,0.0,20.0,55.0,18.0,0.0,25.0,42.0,21.0,88.0,158.0,12.0,22.0,0.0,0.0,33.0,32.0
simex93,1,0.0,5.0,34.0,14.0,14.0,18.0,0.0,11.0,66.0,2.0,19.0,47.0,18.0,33.0,56.0,0.0,0.0,40.0,100.0,0.0
adyali,0,231.0,53.0,78.0,94.0,26.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80.0,10.0,72.0,78.0,102.0
bupalo,0,78.0,30.0,0.0,7.0,2.0,0.0,12.0,32.0,28.0,115.0,4.0,0.0,32.0,0.0,53.0,47.0,61.0,5.0,64.0,225.0
a_teryushkov,0,35.0,17.0,140.0,0.0,334.0,0.0,0.0,87.0,1.0,2.0,53.0,0.0,67.0,109.0,117.0,328.0,3.0,87.0,19.0,178.0
xmessuberto01x,0,48.0,0.0,6.0,86.0,106.0,55.0,10.0,22.0,0.0,27.0,329.0,212.0,0.0,15.0,94.0,25.0,0.0,5.0,0.0,0.0
enricbatea,0,0.0,500.0,64.0,81.0,22.0,146.0,24.0,31.0,23.0,0.0,103.0,47.0,24.0,17.0,0.0,0.0,0.0,136.0,292.0,23.0
mikj009,1,132.0,24.0,0.0,11.0,61.0,0.0,35.0,160.0,15.0,0.0,65.0,2.0,7.0,0.0,27.0,84.0,124.0,7.0,0.0,66.0
herculesrachengan,1,23.0,8.0,36.0,26.0,69.0,87.0,0.0,0.0,31.0,3.0,0.0,0.0,1.0,0.0,4.0,48.0,133.0,14.0,14.0,17.0
sundoroclasic,0,87.0,46.0,0.0,0.0,3.0,103.0,0.0,0.0,0.0,44.0,0.0,6.0,0.0,112.0,7.0,46.0,140.0,0.0,2.0,29.0
mika00003,1,0.0,11.0,0.0,6.0,1.0,29.0,28.0,22.0,2.0,17.0,0.0,57.0,9.0,33.0,33.0,9.0,0.0,31.0,13.0,0.0
cabrotis,1,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,8.0,9.0,0.0
ralakis,1,2.0,60.0,123.0,99.0,2.0,60.0,22.0,1.0,0.0,500.0,341.0,0.0,43.0,0.0,11.0,10.0,0.0,29.0,28.0,0.0
bagus3,0,39.0,4.0,33.0,22.0,0.0,8.0,0.0,122.0,7.0,0.0,31.0,3.0,93.0,13.0,0.0,14.0,0.0,1.0,65.0,25.0
sahmatt,1,46.0,0.0,22.0,0.0,33.0,106.0,0.0,30.0,0.0,0.0,67.0,0.0,84.0,6.0,0.0,0.0,18.0,52.0,9.0,0.0
samad_110,0,0.0,69.0,39.0,50.0,0.0,146.0,9.0,171.0,112.0,0.0,0.0,0.0,6.0,19.0,45.0,71.0,271.0,58.0,500.0,73.0
ziet,1,45.0,0.0,69.0,18.0,0.0,0.0,11.0,5.0,17.0,20.0,9.0,35.0,45.0,0.0,0.0,32.0,64.0,7.0,45.0,0.0
christopherhirata,1,4.0,0.0,4.0,2.0,5.0,14.0,1.0,0.0,12.0,0.0,17.0,0.0,34.0,0.0,0.0,1.0,0.0,0.0,3.0,32.0
ahmeteskx5,1,0.0,1.0,0.0,83.0,0.0,109.0,113.0,0.0,50.0,0.0,0.0,2.0,0.0,64.0,14.0,0.0,0.0,153.0,0.0,0.0
valon7,1,0.0,0.0,500.0,30.0,496.0,32.0,0.0,0.0,7.0,0.0,20.0,14.0,0.0,18.0,4.0,0.0,0.0,0.0,4.0,0.0
dragonite156,1,0.0,0.0,7.0,0.0,0.0,0.0,0.0,500.0,7.0,37.0,3.0,57.0,8.0,22.0,0.0,55.0,7.0,47.0,23.0,30.0
kazemtavakoli,1,23.0,0.0,0.0,11.0,2.0,12.0,32.0,29.0,20.0,27.0,120.0,0.0,24.0,7.0,5.0,0.0,110.0,0.0,24.0,1.0
gosmoso,1,0.0,11.0,7.0,6.0,0.0,0.0,3.0,26.0,0.0,4.0,13.0,0.0,2.0,0.0,0.0,35.0,1.0,24.0,4.0,0.0
nikolicdragan,0,26.0,54.0,123.0,15.0,6.0,59.0,32.0,0.0,30.0,0.0,80.0,217.0,0.0,36.0,61.0,0.0,34.0,29.0,45.0,0.0
lkchess,0,149.0,3.0,5.0,0.0,146.0,500.0,500.0,0.0,0.0,500.0,164.0,40.0,57.0,159.0,0.0,8.0,62.0,500.0,0.0,500.0
alwi2015,1,500.0,101.0,500.0,0.0,0.0,9.0,8.0,60.0,416.0,6.0,147.0,129.0,66.0,0.0,0.0,275.0,40.0,0.0,153.0,174.0
bogdan545,0,2.0,133.0,12.0,0.0,1.0,2.0,0.0,0.0,37.0,20.0,0.0,0.0,1.0,0.0,0.0,8.0,187.0,11.0,6.0,0.0
pleasedontcrushme,0,0.0,14.0,3.0,76.0,15.0,35.0,0.0,3.0,0.0,87.0,267.0,290.0,215.0,0.0,0.0,0.0,73.0,1.0,75.0,0.0
bigchessjos,1,0.0,22.0,0.0,34.0,0.0,21.0,57.0,0.0,2.0,3.0,213.0,6.0,3.0,82.0,0.0,48.0,66.0,14.0,81.0,70.0
algrano,0,14.0,326.0,0.0,103.0,121.0,0.0,5.0,6.0,36.0,15.0,0.0,79.0,0.0,29.0,0.0,0.0,0.0,27.0,75.0,0.0
enestastan10,1,54.0,38.0,11.0,0.0,0.0,72.0,0.0,0.0,13.0,42.0,5.0,27.0,0.0,9.0,15.0,0.0,3.0,3.0,0.0,9.0
longedok,0,11.0,0.0,0.0,5.0,5.0,1.0,13.0,0.0,12.0,38.0,76.0,0.0,0.0,12.0,0.0,107.0,257.0,150.0,1.0,2.0
smothered_matt,0,76.0,0.0,87.0,8.0,6.0,1.0,10.0,109.0,0.0,23.0,0.0,151.0,126.0,75.0,50.0,43.0,60.0,0.0,0.0,6.0
thehalfpotato,1,22.0,4.0,120.0,0.0,5.0,37.0,0.0,8.0,0.0,0.0,0.0,14.0,0.0,0.0,24.0,0.0,26.0,0.0,0.0,0.0
vantage,1,59.0,0.0,6.0,32.0,57.0,39.0,26.0,49.0,0.0,22.0,1.0,12.0,63.0,0.0,9.0,26.0,0.0,92.0,9.0,16.0
yoloswag2004,0,0.0,13.0,312.0,11.0,7.0,19.0,25.0,48.0,271.0,30.0,13.0,158.0,97.0,92.0,32.0,0.0,79.0,120.0,0.0,8.0
vahidk2,1,0.0,17.0,0.0,79.0,33.0,1.0,0.0,0.0,29.0,14.0,4.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,25.0
vantage,1,11.0,0.0,91.0,42.0,14.0,8.0,38.0,0.0,150.0,0.0,6.0,0.0,0.0,122.0,151.0,11.0,98.0,5.0,213.0,0.0
soloicewind,0,5.0,0.0,7.0,2.0,0.0,0.0,169.0,0.0,0.0,25.0,3.0,0.0,33.0,94.0,91.0,8.0,92.0,0.0,84.0,0.0
drjelic,0,14.0,187.0,70.0,26.0,0.0,0.0,0.0,27.0,197.0,53.0,63.0,0.0,87.0,124.0,97.0,55.0,99.0,123.0,43.0,0.0
kamekazee_bishop,1,24.0,8.0,48.0,44.0,0.0,20.0,0.0,0.0,0.0,12.0,7.0,19.0,2.0,6.0,0.0,20.0,13.0,0.0,2.0,29.0
mikj009,1,23.0,93.0,73.0,6.0,0.0,37.0,7.0,15.0,0.0,0.0,3.0,7.0,0.0,24.0,7.0,68.0,84.0,0.0,36.0,0.0
cabrotis,1,0.0,0.0,15.0,7.0,2.0,46.0,0.0,12.0,9.0,0.0,3.0,2.0,32.0,54.0,0.0,16.0,11.0,31.0,12.0,11.0
edmon221,1,32.0,107.0,5.0,42.0,1.0,41.0,4.0,0.0,15.0,0.0,0.0,14.0,33.0,25.0,9.0,0.0,21.0,25.0,49.0,117.0
oli55,1,8.0,0.0,1.0,31.0,29.0,0.0,0.0,0.0,17.0,2.0,4.0,13.0,13.0,141.0,24.0,18.0,37.0,1.0,43.0,78.0
antoniosba94,1,53.0,0.0,314.0,21.0,3.0,0.0,0.0,10.0,1.0,0.0,6.0,13.0,0.0,19.0,6.0,0.0,19.0,47.0,5.0,0.0
kramavarma,0,81.0,24.0,0.0,0.0,19.0,0.0,35.0,20.0,0.0,0.0,33.0,0.0,18.0,148.0,0.0,86.0,4.0,115.0,11.0,22.0
nikolicdragan,0,9.0,77.0,181.0,71.0,181.0,3.0,86.0,148.0,29.0,307.0,51.0,15.0,48.0,142.0,500.0,11.0,3.0,0.0,0.0,2.0
jardy79,1,13.0,23.0,1.0,0.0,0.0,62.0,153.0,32.0,20.0,60.0,46.0,81.0,0.0,65.0,73.0,6.0,225.0,0.0,141.0,0.0
addresp,0,184.0,1.0,3.0,1.0,0.0,14.0,71.0,0.0,2.0,66.0,191.0,0.0,17.0,0.0,74.0,8.0,0.0,0.0,8.0,0.0
kamekazee_bishop,1,65.0,0.0,5.0,73.0,88.0,0.0,16.0,0.0,51.0,0.0,5.0,126.0,0.0,0.0,22.0,3.0,0.0,12.0,10.0,27.0
woef92,0,3.0,109.0,0.0,8.0,0.0,0.0,35.0,1.0,11.0,22.0,31.0,31.0,0.0,0.0,43.0,53.0,0.0,8.0,23.0,0.0
kurdin,1,24.0,328.0,0.0,74.0,64.0,235.0,242.0,21.0,28.0,26.0,54.0,0.0,6.0,27.0,0.0,4.0,31.0,0.0,0.0,11.0
zivojin,0,60.0,1.0,10.0,4.0,71.0,38.0,14.0,10.0,34.0,0.0,67.0,0.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
chessy_chames,0,10.0,23.0,16.0,3.0,64.0,0.0,0.0,3.0,5.0,10.0,5.0,21.0,91.0,26.0,0.0,6.0,10.0,34.0,35.0,36.0
anax_makis,0,65.0,21.0,9.0,0.0,137.0,61.0,12.0,74.0,19.0,26.0,0.0,19.0,382.0,51.0,117.0,5.0,32.0,0.0,31.0,0.0
xadre10,0,5.0,85.0,0.0,0.0,4.0,99.0,10.0,87.0,52.0,0.0,0.0,82.0,0.0,12.0,3.0,0.0,0.0,8.0,71.0,27.0
hukto,0,29.0,0.0,7.0,60.0,0.0,51.0,0.0,18.0,95.0,39.0,0.0,100.0,0.0,24.0,0.0,0.0,0.0,0.0,23.0,118.0
djslavin,0,105.0,12.0,117.0,33.0,0.0,128.0,0.0,0.0,277.0,5.0,0.0,0.0,79.0,166.0,0.0,32.0,91.0,91.0,0.0,78.0
chocolatine,0,11.0,0.0,29.0,0.0,27.0,3.0,23.0,22.0,368.0,2.0,18.0,16.0,22.0,29.0,0.0,3.0,77.0,13.0,44.0,125.0
fsay,0,8.0,65.0,11.0,67.0,65.0,0.0,46.0,26.0,0.0,8.0,0.0,18.0,128.0,162.0,303.0,0.0,138.0,95.0,0.0,166.0
chuky2000,1,30.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,7.0,0.0,0.0,0.0,0.0,12.0,0.0,13.0,40.0,2.0
john_tan,1,4.0,2.0,22.0,0.0,21.0,6.0,33.0,12.0,16.0,44.0,41.0,30.0,10.0,0.0,23.0,42.0,60.0,17.0,0.0,0.0
sauwmaximo,0,155.0,0.0,0.0,61.0,16.0,28.0,0.0,5.0,15.0,0.0,65.0,19.0,18.0,470.0,280.0,232.0,0.0,2.0,21.0,0.0
mightytower,0,4.0,122.0,404.0,40.0,90.0,230.0,0.0,39.0,36.0,54.0,8.0,0.0,0.0,70.0,29.0,18.0,148.0,46.0,15.0,0.0
coledutson,0,83.0,0.0,58.0,194.0,100.0,111.0,10.0,0.0,74.0,91.0,18.0,0.0,140.0,158.0,233.0,0.0,0.0,389.0,33.0,236.0
thebestchess10,1,162.0,0.0,32.0,32.0,12.0,9.0,0.0,0.0,0.0,0.0,27.0,136.0,0.0,25.0,28.0,5.0,64.0,43.0,18.0,32.0
sahmatt,1,95.0,86.0,45.0,165.0,0.0,82.0,0.0,18.0,118.0,0.0,226.0,397.0,173.0,37.0,0.0,8.0,6.0,56.0,0.0,17.0
anthropoid,0,20.0,61.0,348.0,0.0,60.0,9.0,62.0,154.0,5.0,359.0,22.0,0.0,0.0,100.0,500.0,0.0,0.0,134.0,367.0,441.0
bishopbrn,0,0.0,17.0,8.0,0.0,0.0,0.0,149.0,0.0,21.0,15.0,0.0,10.0,60.0,0.0,26.0,59.0,7.0,0.0,0.0,94.0
latebloomer,0,83.0,133.0,0.0,76.0,0.0,20.0,292.0,240.0,0.0,30.0,456.0,88.0,367.0,4.0,238.0,30.0,4.0,42.0,303.0,69.0
anax_makis,0,0.0,7.0,56.0,0.0,66.0,17.0,27.0,59.0,18.0,139.0,0.0,0.0,11.0,305.0,0.0,2.0,21.0,88.0,0.0,0.0
aufi,1,4.0,0.0,0.0,1.0,1.0,2.0,13.0,0.0,9.0,11.0,50.0,2.0,22.0,2.0,6.0,22.0,0.0,22.0,0.0,0.0
natsirk,0,60.0,369.0,67.0,60.0,111.0,17.0,0.0,104.0,5.0,339.0,3.0,222.0,500.0,9.0,0.0,0.0,500.0,500.0,500.0,2.0
woef92,0,0.0,18.0,346.0,0.0,0.0,0.0,0.0,36.0,14.0,1.0,73.0,53.0,0.0,6.0,11.0,0.0,18.0,46.0,4.0,0.0
simex93,1,44.0,10.0,15.0,16.0,46.0,0.0,7.0,12.0,14.0,27.0,12.0,47.0,0.0,29.0,30.0,2.0,12.0,55.0,0.0,36.0
oficina,1,68.0,5.0,13.0,3.0,12.0,6.0,0.0,0.0,0.0,57.0,0.0,7.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
pysch,1,1.0,62.0,73.0,21.0,32.0,111.0,24.0,41.0,0.0,19.0,44.0,18.0,0.0,85.0,13.0,45.0,0.0,0.0,0.0,0.0
undefinedlimit,1,15.0,1.0,65.0,39.0,0.0,5.0,24.0,0.0,0.0,39.0,16.0,57.0,17.0,70.0,1.0,0.0,2.0,8.0,4.0,0.0
donmuhtar,0,35.0,37.0,39.0,11.0,4.0,81.0,32.0,55.0,21.0,8.0,0.0,136.0,157.0,82.0,0.0,121.0,0.0,0.0,9.0,17.0
likeshe,1,49.0,17.0,21.0,0.0,5.0,2.0,4.0,0.0,4.0,1.0,0.0,35.0,2.0,0.0,30.0,30.0,0.0,0.0,57.0,0.0
chess_advicer,1,300.0,230.0,221.0,31.0,53.0,0.0,21.0,0.0,142.0,0.0,226.0,56.0,44.0,0.0,82.0,64.0,115.0,187.0,241.0,7.0
raestorm,1,21.0,5.0,21.0,35.0,0.0,42.0,28.0,10.0,7.0,46.0,52.0,60.0,38.0,68.0,5.0,0.0,6.0,0.0,17.0,0.0
zukso,1,57.0,104.0,95.0,80.0,1.0,0.0,124.0,42.0,0.0,38.0,0.0,87.0,0.0,97.0,18.0,57.0,32.0,117.0,0.0,11.0
ludo6,0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,16.0,23.0,0.0,19.0,34.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
kingofkimchi,1,1.0,9.0,72.0,0.0,4.0,4.0,0.0,0.0,169.0,0.0,0.0,16.0,92.0,19.0,14.0,6.0,4.0,0.0,29.0,0.0
dheolineker,1,37.0,16.0,3.0,468.0,25.0,29.0,9.0,125.0,0.0,0.0,90.0,58.0,107.0,4.0,0.0,9.0,18.0,111.0,59.0,37.0
alexalexp,0,5.0,125.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,8.0,68.0,17.0,51.0,46.0,0.0,0.0
fischer1371,1,24.0,3.0,8.0,38.0,20.0,189.0,0.0,75.0,28.0,0.0,49.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bilou01,1,4.0,25.0,186.0,14.0,1.0,18.0,197.0,0.0,0.0,336.0,187.0,162.0,156.0,36.0,39.0,5.0,15.0,59.0,128.0,82.0
u17b,1,281.0,26.0,5.0,53.0,17.0,10.0,0.0,85.0,0.0,6.0,9.0,22.0,19.0,0.0,0.0,222.0,4.0,0.0,10.0,12.0
ez-game,1,0.0,0.0,26.0,38.0,12.0,65.0,108.0,3.0,50.0,39.0,57.0,59.0,118.0,97.0,0.0,0.0,62.0,17.0,0.0,0.0
josh789,0,68.0,28.0,1.0,0.0,43.0,0.0,0.0,0.0,17.0,0.0,0.0,42.0,0.0,0.0,54.0,56.0,24.0,32.0,0.0,11.0
gasponi,0,110.0,32.0,219.0,5.0,0.0,155.0,80.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,9.0,0.0,3.0,7.0,0.0,4.0
m-the-greatiix,1,0.0,0.0,25.0,57.0,16.0,0.0,103.0,68.0,11.0,0.0,2.0,57.0,3.0,18.0,13.0,9.0,57.0,26.0,70.0,0.0
yanyan8d,1,0.0,0.0,20.0,36.0,0.0,0.0,0.0,13.0,0.0,0.0,11.0,20.0,0.0,9.0,27.0,0.0,0.0,0.0,23.0,21.0
hnb,0,67.0,5.0,7.0,0.0,31.0,61.0,42.0,67.0,12.0,500.0,484.0,0.0,2.0,2.0,52.0,50.0,0.0,19.0,0.0,8.0
popettedu56,1,1.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,18.0,71.0,92.0,5.0,0.0,3.0,11.0,78.0,0.0,0.0,0.0,182.0
svectacular1,0,0.0,5.0,12.0,0.0,14.0,11.0,18.0,19.0,32.0,172.0,30.0,9.0,0.0,33.0,9.0,54.0,27.0,5.0,12.0,15.0
general4q,1,13.0,3.0,3.0,1.0,6.0,0.0,201.0,0.0,7.0,5.0,5.0,22.0,0.0,0.0,63.0,21.0,0.0,0.0,0.0,39.0
error07,0,13.0,54.0,23.0,18.0,0.0,0.0,0.0,484.0,59.0,61.0,101.0,99.0,95.0,60.0,83.0,0.0,0.0,0.0,1.0,13.0
franciscoolivares,0,0.0,25.0,58.0,2.0,8.0,0.0,15.0,8.0,11.0,8.0,8.0,65.0,0.0,156.0,220.0,2.0,41.0,19.0,0.0,3.0
sailsheets,1,0.0,0.0,54.0,49.0,26.0,0.0,21.0,13.0,0.0,0.0,0.0,144.0,0.0,60.0,132.0,109.0,31.0,0.0,33.0,46.0
iosilva07,1,0.0,0.0,4.0,0.0,15.0,33.0,12.0,26.0,0.0,0.0,0.0,84.0,4.0,37.0,0.0,27.0,14.0,10.0,0.0,24.0
esmaytou,1,30.0,14.0,1.0,36.0,18.0,62.0,25.0,20.0,24.0,0.0,0.0,0.0,8.0,19.0,0.0,0.0,163.0,0.0,0.0,37.0
rasheed21,0,42.0,0.0,237.0,0.0,12.0,0.0,27.0,59.0,81.0,264.0,66.0,6.0,11.0,7.0,118.0,0.0,81.0,0.0,28.0,117.0
dragonite156,1,0.0,86.0,0.0,14.0,28.0,0.0,19.0,32.0,39.0,39.0,88.0,2.0,26.0,53.0,0.0,0.0,2.0,7.0,0.0,76.0
esmaytou,1,54.0,0.0,0.0,2.0,3.0,39.0,0.0,80.0,250.0,0.0,0.0,128.0,0.0,48.0,151.0,4.0,59.0,0.0,39.0,0.0
ahmeteskx5,1,42.0,18.0,18.0,18.0,27.0,11.0,33.0,6.0,118.0,114.0,0.0,90.0,36.0,25.0,0.0,6.0,0.0,12.0,0.0,0.0
samad_110,0,34.0,0.0,0.0,22.0,71.0,61.0,11.0,63.0,0.0,31.0,33.0,45.0,5.0,83.0,71.0,0.0,143.0,71.0,12.0,0.0
antoniosba94,1,30.0,75.0,9.0,0.0,100.0,19.0,0.0,0.0,0.0,0.0,10.0,21.0,77.0,25.0,107.0,0.0,0.0,0.0,2.0,34.0
samad_110,0,0.0,10.0,94.0,0.0,0.0,39.0,100.0,22.0,25.0,10.0,64.0,45.0,44.0,99.0,162.0,12.0,3.0,0.0,0.0,0.0
zukso,1,211.0,0.0,1.0,10.0,3.0,70.0,61.0,0.0,34.0,0.0,0.0,243.0,46.0,10.0,132.0,82.0,231.0,7.0,15.0,14.0
natirem93,1,58.0,27.0,51.0,9.0,0.0,19.0,16.0,17.0,0.0,16.0,4.0,21.0,0.0,24.0,4.0,15.0,47.0,3.0,5.0,0.0
gustavopala,0,0.0,0.0,3.0,110.0,86.0,68.0,0.0,17.0,0.0,0.0,0.0,0.0,73.0,4.0,94.0,42.0,217.0,42.0,12.0,0.0
alexalexp,0,0.0,118.0,23.0,19.0,1.0,98.0,18.0,4.0,8.0,36.0,0.0,0.0,22.0,6.0,5.0,52.0,0.0,0.0,3.0,0.0
cungkuo,1,0.0,4.0,15.0,0.0,0.0,0.0,226.0,76.0,13.0,0.0,13.0,3.0,0.0,36.0,31.0,7.0,19.0,0.0,39.0,0.0
belvedere1965,0,0.0,6.0,0.0,25.0,0.0,27.0,16.0,8.0,60.0,17.0,0.0,251.0,0.0,180.0,0.0,167.0,40.0,0.0,12.0,0.0
zakiev_maksim32,0,26.0,79.0,29.0,0.0,438.0,0.0,0.0,118.0,56.0,0.0,103.0,18.0,49.0,42.0,0.0,36.0,115.0,5.0,15.0,500.0
hukto,0,22.0,31.0,82.0,5.0,1.0,7.0,42.0,0.0,82.0,53.0,24.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,21.0,4.0
thebestchess10,1,88.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0
thomase,0,42.0,61.0,6.0,31.0,6.0,5.0,4.0,0.0,2.0,5.0,7.0,77.0,9.0,0.0,89.0,117.0,0.0,1.0,0.0,0.0
mecocuk,1,105.0,0.0,0.0,0.0,2.0,0.0,33.0,11.0,0.0,0.0,0.0,58.0,0.0,11.0,0.0,0.0,0.0,38.0,0.0,0.0
hamse,0,3.0,101.0,12.0,328.0,38.0,85.0,221.0,202.0,106.0,74.0,48.0,96.0,20.0,0.0,0.0,7.0,9.0,500.0,37.0,9.0
josh789,0,0.0,2.0,23.0,107.0,14.0,3.0,23.0,1.0,13.0,39.0,10.0,28.0,0.0,0.0,430.0,0.0,0.0,0.0,6.0,16.0
kamekazee_bishop,1,0.0,8.0,0.0,0.0,8.0,6.0,11.0,72.0,12.0,0.0,31.0,0.0,6.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0
van_gomes,0,9.0,23.0,21.0,6.0,85.0,10.0,222.0,1.0,19.0,63.0,64.0,0.0,17.0,29.0,83.0,0.0,0.0,3.0,1.0,37.0
izolany,0,32.0,19.0,27.0,75.0,8.0,47.0,0.0,0.0,0.0,171.0,45.0,124.0,79.0,60.0,160.0,13.0,2.0,124.0,56.0,17.0
scouting4reds,0,106.0,259.0,12.0,60.0,49.0,104.0,482.0,12.0,46.0,99.0,0.0,95.0,0.0,44.0,45.0,0.0,0.0,173.0,201.0,500.0
simex93,1,9.0,19.0,13.0,23.0,14.0,61.0,13.0,0.0,123.0,22.0,0.0,70.0,2.0,0.0,132.0,27.0,13.0,18.0,0.0,500.0
davidandrew,1,0.0,18.0,0.0,500.0,0.0,0.0,8.0,0.0,6.0,74.0,44.0,26.0,81.0,119.0,0.0,0.0,0.0,0.0,178.0,0.0
belvedere1965,0,4.0,2.0,10.0,33.0,73.0,12.0,0.0,41.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,208.0,106.0,0.0,0.0,4.0
troc7,1,14.0,0.0,42.0,15.0,27.0,104.0,8.0,47.0,0.0,106.0,0.0,91.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0
sparklehorse,0,20.0,12.0,5.0,0.0,0.0,5.0,35.0,100.0,128.0,56.0,5.0,70.0,0.0,0.0,23.0,18.0,0.0,0.0,36.0,0.0
